GeneA	GeneB	label	diff_Gene_Effect	PRODE_NICE	MUFFINN_sum	MUFFINN_max	RWR	NetSig
9p21	ANAPC4	SL	0.311859117826625	-1.8695042578348	0.49303402993034	0.572942705729427	0.506600660066007	0.8536465
9p21	CRCP	SL	-0.387105635262695	-2.66191634989929	0.387661233876613	0.521314535213145	0.366336633663366	0.562604166666667
9p21	MRPS21	SL	1.22120746912179	-1.28837699425305	0.830883578308836	0.717678232176782	0.82013201320132	0.8135198335
9p21	MYC	SL	-0.544330633089418	-3.42230229653993	0.344765523447655	0.375512448755125	0.358085808580858	0.504328833333333
9p21	POLR3K	SL	-0.570004058791167	-3.09569448872452	0.305402793054028	0.38021197880212	0.33993399339934	0.478022016666667
9p21	TCP1	SL	0.476805706899578	-3.30350189409074	0.583708295837083	0.52024797520248	0.633663366336634	0.287545683333333
ARID1A	BUB1B	SL	0.214982801240862	-1.91273330971918	0.58969103089691	0.588724460887245	0.55940594059406	0.821012333333333
ARID1A	BUB3	SL	-0.473485087124415	-2.24110291097812	0.362663733626637	0.583008365830084	0.323432343234324	0.845321333333333
ARID1A	CDK1	SL	-0.314815870947052	-3.58002663678815	0.462487084624871	0.620671266206713	0.419141914191419	0.548451501666667
ARID1A	DDX19A	SL	0.19764743609801	-2.0274562244068	0.510565610105656	0.555044495550445	0.506600660066007	0.4342325
ARID1A	EIF3I	SL	0.279299783222435	-3.16773545891788	0.559677365596774	0.616038396160384	0.602310231023103	0.232267683333333
ARID1A	ELL	SL	0.351030152424271	-1.93671422018559	0.58705796087058	0.534296570342966	0.570957095709571	0.629204333333333
ARID1A	NAA10	SL	0.425199088420327	-1.93736060851261	0.502883045028831	0.642369096423691	0.508250825082508	0.490676
ARID1A	PCNA	SL	0.187319254308508	-2.25894647499313	0.561210545612106	0.471319534713196	0.528052805280528	0.619380666666667
ARID1A	POLR3H	SL	0.483768958224115	-0.965805036902269	0.680648601806486	0.68033196680332	0.638613861386139	0.807026333333333
ARID1A	SRP19	SL	0.50284758068437	-3.36229423345465	0.551111555511116	0.542595740425958	0.584158415841584	0.159007518333333
BAP1	HMGCR	SL	0.461298801463844	-2.98068499166132	0.482251774822518	0.595440455954405	0.633663366336634	0.003996
BAP1	HMGCS1	SL	-1.01471876229279	-1.92932155880941	0.236576342365763	0.127987201279872	0.148514851485149	0.808192
BAP1	LIAS	SL	0.289206202539455	-1.62989643329905	0.517848215178482	0.341465853414659	0.613861386138614	0.263736
BAP1	MRPL34	SL	0.500705659065121	-0.502223092348463	0.676932306769323	0.583441655834417	0.663366336633663	0.998002
BAP1	NUP133	SL	0.217550076166424	-1.88111516840638	0.545645435456454	0.966303369663034	0.534653465346535	0.707293
BAP1	RPL10A	SL	-0.860969725583051	-4.27686990853131	0.143085691430857	0.207879212078792	0.148514851485149	0.543457
BAP1	RPL12	SL	-0.432981380061724	-3.4683981404561	0.252774722527747	0.3004699530047	0.287128712871287	0.666334
BAP1	RPP21	SL	-0.402810651732722	-4.61671299473373	0.195380461953805	0.792120787921208	0.297029702970297	0.0659341
BAP1	SS18L2	SL	1.96547075867359	-3.07696458665253	0.888211178882112	0.811818818118188	0.910891089108911	0.00999001
BCL2L1	ACLY	SL	0.302604181445232	-1.29641753610323	0.603999600039996	0.575402459754025	0.544554455445545	0.6797202
BCL2L1	BCL2	SL	0.317935630621717	-1.09399950019235	0.585741425857415	0.486501349865014	0.574257425742574	0.828172
BCL2L1	BCL2L2	SL	-0.253034191625611	-2.26439808763282	0.491110888911109	0.459294070592941	0.520792079207921	0.6909094
BCL2L1	MCL1	SL	-1.38428914801607	-3.8188605687524	0.13972602739726	0.11012898710129	0.144554455445545	0.533067
BCL2L1	OPA1	SL	0.202850596398141	-1.84377175709258	0.494310568943106	0.5996400359964	0.502970297029703	0.4259738
BCL2L1	RAD9A	SL	-0.424115480025013	-2.80665389252334	0.407739226077393	0.392000799920008	0.398019801980198	0.5122876
BCL2L1	RBBP5	SL	-0.522633970607005	-2.37433201083312	0.343605639436056	0.313228677132287	0.332673267326733	0.892108
BCL2L1	UBE2J2	SL	-0.15397920426552	-2.34067880973323	0.413078692130787	0.4000199980002	0.411881188118812	0.48571442
BCL2L1	WSB2	SL	-0.561326148433067	-2.17676131020286	0.314708529147085	0.316768323167683	0.302970297029703	0.8527474
